   4948 -                 -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   4950 House             -          -      -   -  -  -   -  -      -   -   -   Sq  s   S   S   -   -  -                     
   4951 Iwamoto           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   4954 Eric              -          -      -   -  -  -   -  -      -   -   -   S   s   S   Sl  -   -  -                     
   4955 Gold              -          -      -   -  -  -   -  -      -   -   -   -   -   B   Cgh -   -  -                     
   4956 Noymer            -          -      -   -  -  -   -  -      -   XT  s   -   -   -   -   -   -  -                     
   4957 Brucemurray       -          -      -   -  -  -   -  -      -   -   -   S   s   A   Ld  -   -  -                     
   4968 Suzamur           -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   4969 Lawrence          -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   4977 Rauthgundis       -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   4982 Bartini           -          -      -   -  -  -   -  -      -   -   -   A   s   -   -   -   -  -                     
   4993 -                 -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   4995 Griffin           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   S   a  -                     
   4997 Ksana             -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   5008 Miyazawakenji     -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5010 Amenemhet         -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5013 Suzhousanzhong    -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   Sw  a  -                     
   5016 Migirenko         -          -      -   -  -  -   -  -      -   -   -   -   -   S   L   -   -  -                     
   5038 Overbeek          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5045 -                 1978 UL2   -      -   -  -  -   -  -      -   -   -   -   -   C   B   -   -  -                     
   5051 Ralph             -          -      -   -  -  -   -  -      -   -   -   Sr  s   -   -   -   -  -                     
   5057 -                 1987 DC6   -      -   -  -  -   -  -      -   -   -   -   -   B   Cg  -   -  -                     
   5065 Johnstone         -          -      -   -  -  -   -  -      -   C   s   -   -   -   -   -   -  -                     
   5067 Occidental        -          -      -   -  -  -   -  -      -   -   -   L   s   -   -   -   -  -                     
   5069 Tokeidai          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5079 -                 -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   5081 -                 -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
   5087 Emel'yanov        -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   5090 Wyeth             -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   5091 Isakovskij        -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   5102 Benfranklin       -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   5103 Divis             -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   5108 Lubeck            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5111 Jacliff           -          -      -   -  -  -   -  -      -   -   -   R   s   -   -   V   a  -                     
   5118 Elnapoul          -          -      -   -  -  -   -  -      -   S   s   -   -   -   -   -   -  -                     
   5122 Mucha             -          -      -   -  -  -   -  -      -   -   -   -   -   S   S   -   -  -                     
   5131 -                 -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5133 Phillipadams      -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   5134 Ebilson           -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   5142 Okutama           -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   5143 Heracles          -          -      -   -  -  -   -  -      -   V   s   O   s   -   -   Q   a  -                     
   5145 Pholus            -          Z      3   -  -  -   -  -      -   -   -   -   -   -   -   -   -  Mueller et al. (1992) 
   5147 Maruyama          -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   5159 Burbine           -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5184 Cavaille-Coll     -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5195 Kaendler          -          -      -   -  -  -   -  -      -   -   -   Sl  s   -   -   -   -  -                     
   5196 Bustelli          -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5208 Royer             -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5214 Oozora            -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5215 Tsurui            -          -      -   -  -  -   -  -      -   -   -   -   -   S   Sl  -   -  -                     
   5216 -                 1941 HA    -      -   -  -  -   -  -      -   -   -   -   -   A   Sl  -   -  -                     
   5222 Ioffe             -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   5227 -                 -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5230 Asahina           -          -      -   -  -  -   -  -      -   -   -   S   s   S   Sl  S   a  -                     
   5234 Sechenov          -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   5240 Kwasan            -          -      -   -  -  -   -  -      -   -   -   V   s   -   -   -   -  -                     
   5242 Kenreimonin       -          -      -   -  -  -   -  -      -   -   -   Sq  s   -   -   -   -  -                     
   5243 Clasien           -          -      -   -  -  -   -  -      -   -   -   C   s   -   -   -   -  -                     
   5253 -                 -          -      -   -  -  -   -  -      -   -   -   S   s   -   -   -   -  -                     
   5261 Eureka            -          -      -   -  -  -   -  -      -   -   -   Sr  s   -   -   Sa  a  -                     
   5264 Telephus          -          -      -   -  -  -   -  -      -   -   -   -   -   D   D   -   -  -                     
   5275 Zdislava          -          -      -   -  -  -   -  -      -   -   -   Sa  s   -   -   -   -  -                     
   5294 Onnetoh           -          -      -   -  -  -   -  -      -   -   -   X   s   -   -   -   -  -                     
   5301 Novobranets       -          -      -   -  -  -   -  -      -   -   -   -   -   C   X   -   -  -                     
   5318 Dientzenhofer     -          -      -   -  -  -   -  -      -   -   -   Sk  s   -   -   -   -  -                     
   5329 -                 -          -      -   -  -  -   -  -      -   -   -   Cb  s   -   -   -   -  -                     
   5330 Senrikyu          -          -      -   -  -  -   -  -      -   -   -   B   s   -   -   -   -  -                     
   5333 Kanaya            -          -      -   -  -  -   -  -      -   -   -   Ch  s   -   -   -   -  -                     
